reviews.text,reviews.rating
I easy to use and excellent quality. It's exactly what I was looking for.,5
I'm not as described. I would not buy this again.,1
I works great. It's exactly what I was looking for.,5
This product is decent and ordinary product. It works for now.,3
This product is it's okay and standard quality. It works for now.,3
I'm stopped working and doesn't work. I would not buy this again.,1
I'm very frustrated. I would not buy this again.,1
I very satisfied and worth every penny and excellent quality. It's exactly what I was looking for.,5
This product is satisfactory. It works for now.,3
This product is not bad and fairly good. It works for now.,3
I very satisfied. It's exactly what I was looking for.,5
I perfect fit. It's exactly what I was looking for.,5
I'm defective and regret buying. I would not buy this again.,1
I'm not as described and waste of money. I would not buy this again.,1
I'm very frustrated. I would not buy this again.,1
I'm regret buying and would not recommend. I would not buy this again.,1
I highly recommend. It's exactly what I was looking for.,5
I'm would not recommend. I would not buy this again.,1
I fantastic product and exceeded expectations and great customer service. It's exactly what I was looking for.,5
I'm broke easily and not as described. I would not buy this again.,1
This product is not bad and acceptable. It works for now.,3
This product is satisfactory and as expected. It works for now.,3
This product is ordinary product and reasonable. It works for now.,3
This product is standard quality. It works for now.,3
I'm customer service is terrible. I would not buy this again.,1
I easy to use. It's exactly what I was looking for.,5
This product is does the job. It works for now.,3
I'm not as described and disappointed with. I would not buy this again.,1
I well designed and exceeded expectations and easy to use. It's exactly what I was looking for.,5
I best purchase. It's exactly what I was looking for.,5
This product is reasonable and acceptable. It works for now.,3
This product is average product and satisfactory. It works for now.,3
I highly recommend and worth every penny. It's exactly what I was looking for.,5
I'm terrible product. I would not buy this again.,1
I'm not worth the price and broke easily. I would not buy this again.,1
I'm very frustrated. I would not buy this again.,1
I'm disappointed with. I would not buy this again.,1
This product is as expected. It works for now.,3
I'm regret buying and would not recommend. I would not buy this again.,1
I well designed. It's exactly what I was looking for.,5
I'm would not recommend and stopped working. I would not buy this again.,1
I fantastic product and easy to use and works great. It's exactly what I was looking for.,5
I'm customer service is terrible. I would not buy this again.,1
I'm stopped working. I would not buy this again.,1
I easy to use and well designed. It's exactly what I was looking for.,5
I perfect fit and love this product and best purchase. It's exactly what I was looking for.,5
I'm very frustrated and not as described. I would not buy this again.,1
I'm customer service is terrible and regret buying. I would not buy this again.,1
I perfect fit. It's exactly what I was looking for.,5
This product is not bad and standard quality. It works for now.,3
This product is neither good nor bad. It works for now.,3
I'm stopped working. I would not buy this again.,1
This product is standard quality and middle of the road. It works for now.,3
I very satisfied and very happy with and exceeded expectations. It's exactly what I was looking for.,5
I'm poor quality. I would not buy this again.,1
